G1,G2,Study Time,Chocolates from Gabor,Attendance (%),Sleep Hours,Internet Usage,Final Grade (G3)
12,10,7,3,89,7.01252989020616,1.9812285835308283,14.0
14,11,2,4,56,5.775452271747571,1.6277489494923856,9.0
13,15,13,1,79,8.435267084672619,5.8173997373716375,15.0
16,14,14,3,56,7.707763131987349,1.5402227968820354,13.0
16,17,11,1,52,8.351633499407214,3.392455350535946,12.0
16,15,1,3,50,8.43505711739789,3.9278186439665093,13.0
17,14,9,3,85,7.993423414662959,3.706872104537191,15.0
13,11,1,1,74,6.756842404998869,1.430160785164716,8.0
17,14,8,2,86,7.442187020061699,1.285134570018097,12.0
19,22,2,0,50,5.641461624478973,1.5274171373051784,12.0
17,14,12,4,64,7.69458166989963,3.9279384193630626,14.0
5,7,8,3,86,5.717013022957123,3.7217244381716057,9.0
13,16,13,4,62,7.775798362040627,2.1687039601837212,14.0
11,13,3,1,89,5.918392643015874,4.188870709227958,10.0
13,12,6,4,57,5.47020520060088,5.100337510278247,13.0
12,15,3,1,54,5.66113796057183,1.2078947992329687,10.0
5,6,14,4,58,5.007968540876281,3.490649717740212,9.0
16,13,7,0,50,7.874958471414121,4.446552060513452,7.0
12,10,10,0,85,7.929604196233516,2.2615596353484353,4.0
12,12,9,0,84,7.059733399653037,2.5388545264657454,10.0
19,16,2,0,51,5.645451204221535,4.068189514946919,10.0
15,12,12,0,89,5.334217350042759,5.489676467218684,9.0
7,6,12,0,72,5.076515865749148,5.049622101514497,7.0
5,6,14,1,58,5.662992707860883,3.9156510954979176,7.0
12,12,5,3,83,8.563422139932587,4.651108588786246,12.0
7,10,13,4,95,5.966147366806727,2.8241123510389934,11.0
7,10,6,0,63,6.417085308868863,4.2048276404937885,5.0
5,8,4,1,53,5.421381937925332,3.3309079556377847,7.0
15,17,4,1,79,5.889445218992681,1.9496806822878046,11.0
9,11,4,1,80,7.076898283120821,4.508691369386286,9.0
14,12,2,3,87,7.43101073238261,3.78232318674411,9.0
11,11,4,4,60,5.981409256664844,2.793107909767957,8.0
14,17,11,3,84,5.230928636900469,5.556695950393154,13.0
13,15,1,2,57,6.564131476509594,1.1046705891336663,10.0
16,14,12,1,52,5.936813483705336,2.57886575624748,13.0
11,12,6,2,63,5.878215692919207,1.2844069888882328,9.0
13,11,1,0,62,8.83945121085382,4.832636581108136,4.0
12,14,10,0,94,7.465201943702896,4.510537270568963,9.0
16,15,6,3,81,7.227513772688384,2.656761093681585,14.0
6,5,1,4,83,6.663100414093288,4.378314511035365,5.0
5,8,6,2,94,6.7157773337205775,2.9796861309797493,6.0
11,10,10,4,68,7.163620015352324,4.781268957112172,12.0
11,14,8,3,87,7.785719228144429,3.2709183136835303,10.0
18,21,11,0,65,7.808584384727318,3.0613986391583277,11.0
12,14,2,4,51,5.686775630821798,5.6736495774415046,9.0
9,8,2,4,89,7.0004510083065075,2.2543954994535014,7.0
7,10,14,0,66,6.647832380136408,1.6022366999828273,7.0
16,16,13,2,83,8.482107865077538,3.922715566297291,13.0
12,13,12,0,91,7.525675684873505,5.846609061420894,11.0
10,8,4,4,65,7.130016265663928,2.8891960686359335,8.0
15,13,11,2,87,5.4615785687156695,1.3101838181439076,13.0
7,9,3,2,51,7.422551557293646,2.696526336547837,10.0
5,4,4,0,51,5.468815622720934,3.529658271597792,3.0
7,6,13,4,75,6.348826302263008,1.8096150331610685,10.0
9,12,12,3,62,5.571367859257327,4.29051109028246,9.0
19,16,7,4,96,7.768294588097476,5.988746945051003,12.0
18,21,13,1,80,5.82500845534461,3.258697379907219,13.0
7,8,11,3,83,6.567437492752104,2.7736427836510633,8.0
5,5,1,2,88,8.582699110475115,3.003520834172333,6.0
9,7,6,3,52,5.817265533595881,1.5757308919760056,13.0
14,17,3,2,57,7.031220255835116,5.416368007131119,9.0
11,8,11,2,72,6.677086644664088,3.0741282776067598,8.0
19,16,10,3,63,5.072496164182919,2.9363720571242067,13.0
18,21,7,2,76,8.17103245429125,4.298451364652371,15.0
11,13,10,2,78,5.276183625258399,3.2101671046556177,11.0
15,13,2,1,88,6.897020083907814,4.24116734403923,12.0
13,15,14,4,88,7.2427131797558,1.3072314506539375,9.0
19,19,2,4,50,7.513705826458349,5.068616718611137,8.0
19,16,13,1,66,7.754526517231502,5.702519764397013,12.0
14,11,4,3,90,6.01308953409086,4.24382693079693,12.0
14,15,1,0,79,5.0399151066337975,5.772829644294053,5.0
16,16,3,0,62,7.8937746494196475,1.7571615718498164,4.0
17,14,13,0,70,7.142626397390314,3.3870809474017687,13.0
7,7,9,1,68,8.344470812828995,4.009033669727236,7.0
19,17,7,1,68,8.285553451602777,3.9086832371059335,10.0
11,10,7,2,74,8.373304671151534,3.0073088954452163,7.0
5,2,13,0,71,6.94037863991816,2.6904220468313067,3.0
8,9,13,3,80,6.334513583347462,1.6341201127520941,10.0
17,15,11,3,66,8.16623281036548,2.9587122528113907,12.0
8,11,4,0,72,6.80517645211702,1.8133040755274257,8.0
18,18,2,0,81,5.733768785613738,4.671828382461092,5.0
9,12,14,0,59,8.419896078245898,2.04415467747295,8.0
11,13,4,1,59,8.530239507089389,1.2928265264226693,7.0
11,9,6,1,85,6.8652390245606805,3.7618306890861715,7.0
17,20,11,1,57,5.30279890923915,3.976148663597008,12.0
19,16,11,4,69,6.551304359667725,5.359565306402527,16.0
15,15,3,3,81,8.214150637850413,3.8849080620884093,7.0
17,16,1,3,99,8.607096114184914,2.727404268617229,12.0
8,6,14,2,63,5.813890969990384,5.015059407631602,9.0
17,14,12,1,99,5.267894448101086,3.7013944659371054,16.0
11,12,8,4,77,8.509401812531355,1.3964014231559587,10.0
15,17,12,4,95,6.557619755915502,3.8292528015662333,15.0
7,7,13,3,73,7.167043857070253,5.540092727108312,5.0
10,8,5,1,64,8.872263248203035,2.9815631274911025,3.0
16,14,5,2,71,5.266258911656891,2.4816290094990006,13.0
6,5,11,1,79,7.593272029808382,1.7173472850901002,7.0
14,13,4,0,53,5.296421690299468,1.7572276096767867,11.0
17,18,6,1,62,6.501875713866001,3.1638574217090945,9.0
18,20,3,0,72,8.215258180773787,3.978399120807648,13.0
13,14,9,0,57,6.733888931022538,1.4030770258480088,14.0
9,6,5,2,67,8.988729415611802,5.697842945125829,7.0
10,7,3,3,61,7.236237139786409,4.77566808722598,8.0
16,17,11,1,80,6.2846486105438135,3.9331195914183135,12.0
16,18,1,0,63,5.8804453036190125,5.142193354694954,7.0
16,17,10,1,83,6.402082137144648,1.4009337840605665,16.0
16,18,12,3,67,6.490133095038203,3.384194388665622,13.0
8,10,6,3,83,5.274854710895844,4.150465634308317,9.0
18,21,2,4,60,6.478296797707093,5.143264530591447,10.0
18,18,13,3,90,6.8569540789569,4.917347800246338,12.0
15,17,3,2,61,7.890951008955218,2.3853462485669983,14.0
14,13,1,0,98,7.626917938886432,5.7044008477960215,8.0
11,13,9,4,64,7.8350626209166165,1.6217292071543516,14.0
16,18,8,2,80,5.033454727507428,5.3756680931057605,12.0
13,15,12,1,98,5.870669598322144,5.854701248023093,7.0
11,14,2,0,78,7.646737153599426,1.8857676161131278,10.0
18,21,12,3,75,6.9359574727189885,4.610330321018926,14.0
5,2,11,0,67,5.021253902673384,1.2014275938899923,6.0
5,8,8,1,81,8.21797856972729,3.0271141256957748,7.0
13,12,12,4,71,8.09123829316135,3.5814164959883703,9.0
15,14,14,4,87,7.1936766519742505,3.9032261295481705,14.0
18,21,9,4,66,5.2658533031050885,5.6796862412427975,19.0
13,14,1,3,72,8.066060198130339,4.361253436470974,11.0
8,8,13,2,73,7.334854350925456,3.406389756096185,9.0
17,20,5,2,99,8.127839908631836,5.048375181329447,15.0
13,15,8,0,57,8.006987969583362,5.752664104772045,10.0
7,5,11,3,90,8.212008287831349,1.1103307434114542,9.0
11,11,14,4,55,7.0720322656185,5.912606361280194,9.0
10,10,2,4,54,5.5612980727740595,1.4306606953184016,9.0
12,11,4,1,93,7.684629893518755,5.071933896343807,10.0
15,15,7,1,78,7.481895140207882,2.4016737627570626,10.0
13,16,3,4,77,7.969012748796349,1.6608982887693586,15.0
18,20,13,4,60,5.679524024202941,3.1992781985691745,15.0
9,11,12,3,50,5.779900799601156,4.219782897238067,8.0
5,2,5,2,92,8.561638068877315,2.904759225117375,7.0
7,9,8,1,68,7.999911193808283,1.2728270414134948,7.0
14,16,12,2,58,8.632913954801293,3.997305698293583,14.0
16,15,10,3,76,8.034861284655683,5.512016380553374,12.0
12,14,3,4,83,7.3886212239612075,2.9160768297362587,11.0
19,16,4,2,93,7.616530948111494,2.081663888154135,14.0
15,13,14,4,53,8.55651169576004,3.212886729664077,14.0
10,13,9,4,85,7.3152270180477625,1.2418135552439042,8.0
12,11,14,0,67,7.52956529731355,5.102437922401374,7.0
13,11,14,2,64,5.625906864014402,5.131704054750934,12.0
8,7,7,2,100,6.895684880464411,3.940002317148142,7.0
5,6,1,4,62,7.865588447832396,2.7655144446919473,5.0
18,18,14,3,68,6.083770793265462,4.998916822228917,12.0
5,6,12,0,98,5.809016722098139,3.773435123941836,4.0
14,16,4,4,55,6.255307232897662,5.129661542750081,7.0
8,6,4,1,97,5.966002511971334,4.157293962915103,6.0
16,18,9,1,61,5.859650548145583,4.922027366063986,11.0
18,18,6,0,100,6.699403371472348,3.9928149660887997,10.0
11,10,9,3,86,8.631354055534135,3.070705341078331,10.0
6,6,12,4,66,7.028238586954873,5.789729299630688,9.0
7,4,6,2,72,5.751681523261292,3.7055691243942235,10.0
5,5,6,0,75,5.307886677523497,4.025447592702692,1.0
9,6,5,3,78,7.784624580551701,2.102438197073746,10.0
5,5,5,2,82,6.531195057745551,4.128253947136383,7.0
12,15,2,1,76,8.287323786341437,3.8580382474147195,8.0
5,2,8,1,74,7.638043074563081,1.9241919897351247,5.0
15,13,8,2,59,8.184965802165474,1.2979354867657187,10.0
5,7,11,0,96,6.087784157673795,4.0217965985738555,7.0
6,8,13,1,72,7.769435689844233,4.818461346751603,11.0
6,7,1,4,70,6.0562479387748755,3.6170068546100413,8.0
16,18,8,2,70,8.756273917801167,2.1338631265982286,14.0
10,9,5,2,92,7.5454971261334975,4.3326098834651745,7.0
11,14,2,1,62,6.298047200701369,1.4005286330480113,6.0
9,9,14,0,86,6.078047449169091,3.209168524009773,8.0
5,6,2,4,82,5.763706340286574,1.816833791992101,9.0
5,4,14,0,73,7.778563835574911,1.9222952552994168,3.0
7,6,6,3,93,5.874862451991709,2.0114697457910182,5.0
18,15,11,3,60,7.381213063709956,2.9335352852198895,14.0
6,8,13,1,66,6.058540107701429,1.2557510281019881,6.0
9,7,9,1,53,7.647875779175474,2.988967204645491,6.0
16,14,1,1,96,8.259758914162157,3.558537235573504,9.0
14,15,12,3,74,8.112100972578613,3.416471424831626,10.0
10,13,6,0,79,8.043405323723126,2.913920502015203,7.0
11,9,9,0,58,5.750889622769009,5.195733040353763,9.0
8,8,8,1,70,5.353539787938075,1.7266334621025206,5.0
11,9,11,4,69,7.795795313949542,3.5284837189068696,7.0
15,16,6,0,68,6.473388855177405,1.3102070847827716,10.0
12,10,3,3,68,6.729384905613389,1.3557783943895487,11.0
15,15,8,2,61,5.124596371173564,3.8693292483854815,11.0
5,2,9,2,86,6.038305797100197,3.830092124439105,4.0
19,22,1,2,91,5.134705615497856,5.390167564222285,13.0
10,11,12,4,66,8.51674309040499,3.7893683783003658,7.0
12,9,9,1,86,5.9735867328741215,5.798955102024251,9.0
9,6,14,3,97,7.229348678292032,1.2434742419996487,11.0
8,5,6,4,88,5.155917282644522,1.4900384239037052,7.0
6,5,6,3,77,7.667389565222632,1.220329307851907,9.0
10,13,12,3,90,6.292109383016376,1.9263842516677,9.0
10,12,4,1,84,8.591676747830663,3.7063505547083904,11.0
15,18,1,2,96,8.552472755736144,4.22786090713714,12.0
19,18,10,1,97,6.3011624734469915,1.227925789743344,13.0
5,7,8,4,67,8.603843582761872,5.729854449227997,7.0
13,16,2,4,63,8.984630693995115,5.210826883251905,11.0
16,13,12,4,84,8.301662656495793,2.4830624107854655,16.0
15,16,1,1,93,8.379485391020916,1.3859376511323398,9.0
10,12,2,3,90,5.99603494443636,1.8494353660952862,8.0
17,17,1,3,56,7.306809595431025,1.6347220687748634,14.0
7,7,1,0,90,5.269023655869471,1.6164188964947344,4.0
8,6,9,4,62,5.379671747286679,3.5928084433286696,10.0
16,18,13,3,67,8.995570448133162,2.2292372124670017,18.0
15,16,14,0,86,6.306556997703644,2.7906985826457222,11.0
8,7,1,3,62,7.992735648195385,5.947526666921612,7.0
7,4,13,4,85,8.226660212107266,4.421571244626724,6.0
14,12,4,2,80,8.432093084028917,5.744903335235007,11.0
7,7,10,4,51,8.990513189608626,1.712782775165578,9.0
19,18,6,1,65,5.965985941027471,2.9106973741628464,13.0
7,6,7,3,58,5.161403307438799,3.7736590164117714,6.0
8,5,2,3,58,6.644766071978344,1.38379030944369,3.0
11,13,6,1,87,5.520322679315788,1.0209372181397893,11.0
8,8,7,1,60,5.089703556648221,4.352171668984587,2.0
13,14,10,2,71,6.441707308565944,4.209097584007177,10.0
5,4,14,3,82,8.134953004300947,3.0539440499980586,10.0
12,9,10,3,85,7.2647227649002835,3.448220380160163,10.0
11,12,2,2,94,6.251111956841417,3.077215002960448,13.0
6,8,2,0,72,7.617368021970879,1.1200252242244444,8.0
12,12,10,2,94,5.928072721235242,2.676858031087312,9.0
5,7,7,4,94,5.05752578428834,1.8854112769864493,8.0
15,14,12,3,83,8.05741354574571,1.4921209455068438,13.0
16,17,1,1,58,7.494972339456036,5.783602169446749,7.0
13,14,8,4,73,8.04921049800384,3.996798625210828,10.0
13,14,11,3,57,5.155752066750662,4.643281421183014,10.0
6,5,13,2,56,8.34847851132261,2.5768187163305876,3.0
11,10,3,4,85,7.478104800145213,2.9657356474700762,9.0
19,21,11,3,67,7.2535814028505605,2.1846199694836175,15.0
18,16,6,0,52,7.498456192458127,1.4848283548271237,8.0
14,16,9,0,77,8.457732987473456,1.8951581872079188,12.0
7,7,6,1,55,7.347746026235628,4.987570226482429,7.0
11,8,9,3,93,7.323801519552717,4.38772902591888,10.0
16,17,7,0,93,8.962716628263063,3.7346443799273845,11.0
14,12,9,2,70,8.026920668274272,3.37544936433384,12.0
13,10,2,3,77,6.769175221804542,5.612171418280623,10.0
8,6,12,2,89,7.829588000131711,1.3636747388933421,9.0
16,19,8,2,50,6.556921886767154,2.4030040661895797,11.0
5,7,8,0,85,5.915501849933996,2.7496892678535705,6.0
6,5,2,3,70,7.387407507551037,4.912129061063939,8.0
5,6,12,4,92,8.712728392455805,5.962573100809856,7.0
18,20,14,0,84,8.716558080061851,2.2033525737857653,19.0
16,13,4,0,62,6.367621112421961,5.371536670685403,8.0
9,12,14,3,98,7.11070986488678,5.153113802158956,11.0
9,12,11,3,59,5.846543594279445,2.123286988208833,9.0
15,18,7,2,93,8.982524437995533,2.996662900996113,13.0
11,8,11,3,96,8.924471631471743,3.048364346462596,7.0
13,10,4,2,59,7.59803571882979,5.891103342632792,7.0
13,10,4,0,95,8.217656238709893,1.9044595068944916,6.0
7,4,6,1,62,7.8604006451348,4.99578985552391,5.0
7,10,10,4,86,7.372632876157873,2.6709635708655495,12.0
7,10,6,0,87,5.213391987955591,4.654351728880802,8.0
8,6,10,3,73,6.819057370210644,3.1000550214783145,3.0
12,14,3,4,51,7.699145208669642,3.8917988155827,14.0
10,11,9,1,71,7.710126455534739,5.163058866630656,9.0
12,11,12,1,66,6.492490473689534,5.0208278249194205,8.0
5,8,10,2,85,8.766767946632122,5.332115917698501,8.0
12,11,14,4,63,5.669428128947124,1.2980866267232951,12.0
8,10,11,2,59,7.001437784862242,4.4602527651987245,7.0
15,17,2,0,84,7.763535906203291,1.6999368836088142,11.0
5,4,6,4,74,7.7885432235672365,3.0790928400920548,5.0
12,15,12,0,52,7.594555827075262,3.7429420752734424,10.0
8,7,7,2,96,6.101152853807441,3.0136974237341536,6.0
10,8,12,4,87,5.624826274746487,3.5980583790150376,7.0
12,12,13,2,66,7.543761307306843,5.9826315439930955,11.0
8,11,9,4,61,7.397208464557751,1.6760865685642736,11.0
18,21,13,2,73,5.7174240411569635,4.377280226682128,16.0
7,8,3,1,78,7.820556582282253,2.980004831928076,8.0
18,15,10,2,92,6.820687966934626,1.6650489945366438,14.0
13,13,3,1,74,7.671042366412612,1.7936838168715477,8.0
7,9,7,2,85,8.349468319080604,5.746365531228085,9.0
13,16,14,4,75,5.678913714307693,5.3980074835588105,10.0
17,16,4,4,87,5.076579471987347,5.5352098020751095,10.0
6,6,13,4,50,8.116410345583148,5.957663879136932,6.0
18,19,8,3,69,7.438789700610464,2.0415769500425895,16.0
6,8,13,0,77,7.798558278488487,2.7771966868203086,9.0
6,3,7,4,65,8.35261989995457,4.346095149624333,7.0
10,7,5,1,96,8.211243739298002,3.419012699303236,9.0
7,8,7,4,66,8.843680587715298,3.0919476668916674,7.0
17,18,3,3,89,7.143740315408473,2.789056246677965,13.0
13,12,12,1,77,6.953982530639621,3.968903159717261,10.0
8,11,2,3,61,6.60754879956292,3.87796714320041,9.0
5,2,6,1,76,5.614764171376818,1.8072891703212004,4.0
8,10,2,2,91,7.29042893152809,3.358699187592195,7.0
5,5,3,0,96,6.108050097303915,3.7673588810492493,5.0
18,20,6,0,79,8.685230048851903,3.8514346936569526,14.0
9,7,5,3,90,7.33276321710839,2.050535964561759,7.0
8,6,8,0,83,7.37136072203244,4.711356961261433,6.0
12,13,9,3,86,6.41969864350804,1.1259954741053482,9.0
12,11,11,3,55,5.20795740791083,2.774159277715813,6.0
11,9,3,3,56,5.1269750614919545,4.901063242678168,8.0
7,4,12,0,81,6.6933405766127905,3.8194646052770116,7.0
5,7,10,3,81,5.338261512388952,2.305812162554301,8.0
5,7,3,0,74,7.427387822160556,4.474765596715239,1.0
16,17,3,3,82,8.52389202255863,3.836954720780367,11.0
15,18,13,4,56,8.53165926607489,4.981218047281936,10.0
7,10,13,3,61,7.63618164052893,4.675125930949116,12.0
10,10,6,1,65,5.8449273258917245,4.050539610181174,5.0
11,12,1,3,65,8.45198732543549,3.44088837655407,11.0
10,10,7,2,92,8.544373741252834,1.665910628337617,11.0
18,21,12,3,85,5.786614339811835,2.306665089426919,14.0
18,19,1,1,62,7.9497043430827095,3.0954973645854262,9.0
10,11,14,1,56,6.146078195708492,3.9964964350319434,10.0
10,11,5,0,85,8.210561249411718,3.568539276076524,6.0
17,20,10,4,96,8.98895159961441,2.4409226297976474,16.0
7,7,13,3,100,5.120104021317571,1.0323217889485528,8.0
10,10,8,0,58,8.589463463163728,3.4811961095040695,4.0
12,13,4,4,81,7.490522134394633,2.4281299428112155,6.0
15,13,5,3,60,8.893530476659285,4.673041503552676,11.0
15,14,4,2,57,6.860038070105711,1.1197313263524173,10.0
6,9,12,3,82,8.389551722285495,3.9241390565289542,8.0
9,8,12,1,72,5.2495762743931085,5.7073711875303275,9.0
18,17,14,1,74,6.3411162003131825,1.8720463355574974,16.0
5,5,4,2,57,5.26806615100484,3.358247453752977,4.0
16,16,12,0,94,8.901372533916282,1.4571099590856909,12.0
19,17,8,4,71,8.267895629087347,4.128409561306763,15.0
5,4,2,3,53,8.410189684983882,3.752658402981128,2.0
9,8,1,1,89,8.751860925735578,3.0368276210641616,7.0
16,17,3,0,52,5.340413944479142,3.606885107368706,11.0
17,17,9,2,78,6.542390370053333,5.482873292345051,14.0
7,6,4,1,90,5.284139556176008,1.9814715115553352,2.0
8,10,10,2,78,5.8431724062001145,1.1128225585267362,8.0
7,5,5,3,83,5.91746310815069,5.308324423495505,4.0
5,7,2,4,83,6.876428844190315,3.8855854119395326,7.0
5,7,4,1,77,6.074248669814571,5.453292277309212,6.0
16,19,2,1,62,5.403912427271044,3.984726117065863,14.0
16,19,2,3,64,5.669964356376431,5.050805449798513,11.0
18,16,4,0,72,5.589102254208363,3.1483668167757397,10.0
17,19,6,4,93,8.892307191649193,4.749299656441344,16.0
18,17,7,1,75,8.037170027673895,5.56520733444928,13.0
9,9,10,4,53,8.871045861078247,3.8606148186110314,12.0
10,8,3,1,75,6.758961946031635,1.9039257528118978,8.0
7,8,3,4,89,6.113473926650626,2.3439880751509907,5.0
16,18,10,2,58,8.193172788836748,1.9932228844870288,11.0
13,11,6,1,54,6.305015672164587,2.234285137978665,6.0
9,6,13,4,81,6.197533494821393,2.5320772467551818,11.0
12,9,12,0,69,5.930023968831325,3.7756689337659424,11.0
17,20,3,2,99,5.518715912896941,3.939958147319164,16.0
